CFI_number,ICD10_code,description
4,C44702, inc hip
4,C44709, including hip
4,C4471,B including hip
4,C44711, including hip
4,C44712, including hip
4,C44719, including hip
4,C4472,S including hip
4,C44721, including hip
4,C44722, inc hip
4,C44729, including hip
4,C4479,O including hip
4,C44791, including hip
4,C44792, including hip
4,C44799, including hip
4,C448,Oth and unsp malignant neoplasm of overlapping sites of skin
4,C4480,Unspecified malignant neoplasm of overlapping sites of skin
4,C4481,Basal cell carcinoma of overlapping sites of skin
4,C4482,Squamous cell carcinoma of overlapping sites of skin
4,C4489,Oth malignant neoplasm of overlapping sites of skin
4,C449,Ot unspecified
4,C4490,U unspecified
4,C4491,B unspecified
4,C4492,S unspecified
4,C4499,O unspecified
4,C45,Mesothelioma
4,C450,Mesothelioma of pleura
4,C451,Mesothelioma of peritoneum
4,C452,Mesothelioma of pericardium
4,C457,Mesothelioma of other sites
4,C459,Me unspecified
4,C46,Kaposi's sarcoma
4,C460,Kaposi's sarcoma of skin
4,C461,Kaposi's sarcoma of soft tissue
4,C462,Kaposi's sarcoma of palate
4,C463,Kaposi's sarcoma of lymph nodes
4,C464,Kaposi's sarcoma of gastrointestinal sites
4,C465,Kaposi's sarcoma of lung
4,C4650,Kaposi's sarcoma of unspecified lung
4,C4651,Kaposi's sarcoma of right lung
4,C4652,Kaposi's sarcoma of left lung
4,C467,Kaposi's sarcoma of other sites
4,C469,Ka unspecified
4,C47,Malignant neoplasm of prph nerves and autonomic nervous sys
4,C470,Ma face and neck
4,C471,Ma inc shoulder
4,C4710,M inc shoulder
4,C4711,M inc shldr
4,C4712,M inc shoulder
4,C472,Ma inc hip
4,C4720,M inc hip
4,C4721,M inc hip
4,C4722,M inc hip
4,C473,Malignant neoplasm of peripheral nerves of thorax
4,C474,Malignant neoplasm of peripheral nerves of abdomen
4,C475,Malignant neoplasm of peripheral nerves of pelvis
4,C476,Ma unsp
4,C478,Malig neoplm of ovrlp sites of prph nrv and autonm nrv sys
4,C479,Ma unsp
4,C48,Malignant neoplasm of retroperitoneum and peritoneum
4,C480,Malignant neoplasm of retroperitoneum
4,C481,Malignant neoplasm of specified parts of peritoneum
4,C482,Ma unspecified
4,C488,Malig neoplasm of ovrlp sites of retroperiton and peritoneum
4,C49,Malignant neoplasm of other connective and soft tissue
4,C490,Ma face and neck
4,C491,Ma inc shldr
4,C4910,M inc shldr
4,C4911,M inc shldr
4,C4912,M inc shldr
4,C492,Ma inc hip
4,C4920,M inc hip
4,C4921,M inc hip
4,C4922,M inc hip
4,C493,Malignant neoplasm of connective and soft tissue of thorax
4,C494,Malignant neoplasm of connective and soft tissue of abdomen
4,C495,Malignant neoplasm of connective and soft tissue of pelvis
4,C496,Ma unsp
4,C498,Malignant neoplasm of ovrlp sites of conn and soft tissue
4,C499,Ma unsp
4,C49A,Gastrointestinal stromal tumor
4,C49A0,G unspecified site
4,C49A1,Gastrointestinal stromal tumor of esophagus
4,C49A2,Gastrointestinal stromal tumor of stomach
4,C49A3,Gastrointestinal stromal tumor of small intestine
4,C49A4,Gastrointestinal stromal tumor of large intestine
4,C49A5,Gastrointestinal stromal tumor of rectum
4,C49A9,Gastrointestinal stromal tumor of other sites
4,C4A,Merkel cell carcinoma
4,C4A0,Merkel cell carcinoma of lip
4,C4A1,Me including canthus
4,C4A10,M including canthus
4,C4A11,M including canthus
4,C4A111, inc canthus
4,C4A112, inc canthus
4,C4A12,M including canthus
4,C4A121, inc canthus
4,C4A122, inc canthus
4,C4A2,Merkel cell carcinoma of ear and external auricular canal
4,C4A20,Merkel cell carcinoma of unsp ear and external auric canal
4,C4A21,Merkel cell carcinoma of right ear and external auric canal
4,C4A22,Merkel cell carcinoma of left ear and external auric canal
4,C4A3,Merkel cell carcinoma of other and unspecified parts of face
4,C4A30,Merkel cell carcinoma of unspecified part of face
4,C4A31,Merkel cell carcinoma of nose
4,C4A39,Merkel cell carcinoma of other parts of face
4,C4A4,Merkel cell carcinoma of scalp and neck
4,C4A5,Merkel cell carcinoma of trunk
4,C4A51,Merkel cell carcinoma of anal skin
4,C4A52,Merkel cell carcinoma of skin of breast
4,C4A59,Merkel cell carcinoma of other part of trunk
4,C4A6,Me including shoulder
4,C4A60,M including shoulder
4,C4A61,M inc shoulder
4,C4A62,M including shoulder
4,C4A7,Me including hip
4,C4A70,M including hip
4,C4A71,M including hip
4,C4A72,M including hip
4,C4A8,Merkel cell carcinoma of overlapping sites
4,C4A9,Me unspecified
4,C50,Malignant neoplasm of breast
4,C500,Malignant neoplasm of nipple and areola
4,C5001,M female
4,C50011, right female breast
4,C50012, left female breast
4,C50019, unsp female breast
4,C5002,M male
4,C50021, right male breast
4,C50022, left male breast
4,C50029, unsp male breast
4,C501,Malignant neoplasm of central portion of breast
4,C5011,M female
4,C50111,Malignant neoplasm of central portion of right female breast
4,C50112,Malignant neoplasm of central portion of left female breast
4,C50119,Malignant neoplasm of central portion of unsp female breast
4,C5012,M male
4,C50121,Malignant neoplasm of central portion of right male breast
4,C50122,Malignant neoplasm of central portion of left male breast
4,C50129,Malignant neoplasm of central portion of unsp male breast
4,C502,Malignant neoplasm of upper-inner quadrant of breast
4,C5021,M female
4,C50211,Malig neoplm of upper-inner quadrant of right female breast
4,C50212,Malig neoplasm of upper-inner quadrant of left female breast
4,C50219,Malig neoplasm of upper-inner quadrant of unsp female breast
4,C5022,M male
4,C50221,Malig neoplasm of upper-inner quadrant of right male breast
4,C50222,Malig neoplasm of upper-inner quadrant of left male breast
4,C50229,Malig neoplasm of upper-inner quadrant of unsp male breast
4,C503,Malignant neoplasm of lower-inner quadrant of breast
4,C5031,M female
4,C50311,Malig neoplm of lower-inner quadrant of right female breast
4,C50312,Malig neoplasm of lower-inner quadrant of left female breast
4,C50319,Malig neoplasm of lower-inner quadrant of unsp female breast
4,C5032,M male
4,C50321,Malig neoplasm of lower-inner quadrant of right male breast
4,C50322,Malig neoplasm of lower-inner quadrant of left male breast
4,C50329,Malig neoplasm of lower-inner quadrant of unsp male breast
4,C504,Malignant neoplasm of upper-outer quadrant of breast
4,C5041,M female
4,C50411,Malig neoplm of upper-outer quadrant of right female breast
4,C50412,Malig neoplasm of upper-outer quadrant of left female breast
4,C50419,Malig neoplasm of upper-outer quadrant of unsp female breast
4,C5042,M male
4,C50421,Malig neoplasm of upper-outer quadrant of right male breast
4,C50422,Malig neoplasm of upper-outer quadrant of left male breast
4,C50429,Malig neoplasm of upper-outer quadrant of unsp male breast
4,C505,Malignant neoplasm of lower-outer quadrant of breast
4,C5051,M female
4,C50511,Malig neoplm of lower-outer quadrant of right female breast
4,C50512,Malig neoplasm of lower-outer quadrant of left female breast
4,C50519,Malig neoplasm of lower-outer quadrant of unsp female breast
4,C5052,M male
4,C50521,Malig neoplasm of lower-outer quadrant of right male breast
4,C50522,Malig neoplasm of lower-outer quadrant of left male breast
4,C50529,Malig neoplasm of lower-outer quadrant of unsp male breast
4,C506,Malignant neoplasm of axillary tail of breast
4,C5061,M female
4,C50611,Malignant neoplasm of axillary tail of right female breast
4,C50612,Malignant neoplasm of axillary tail of left female breast
4,C50619,Malignant neoplasm of axillary tail of unsp female breast
4,C5062,M male
4,C50621,Malignant neoplasm of axillary tail of right male breast
4,C50622,Malignant neoplasm of axillary tail of left male breast
4,C50629,Malignant neoplasm of axillary tail of unsp male breast
4,C508,Malignant neoplasm of overlapping sites of breast
4,C5081,M female
4,C50811,Malignant neoplasm of ovrlp sites of right female breast
4,C50812,Malignant neoplasm of ovrlp sites of left female breast
4,C50819,Malignant neoplasm of ovrlp sites of unsp female breast
4,C5082,M male
4,C50821,Malignant neoplasm of overlapping sites of right male breast
4,C50822,Malignant neoplasm of overlapping sites of left male breast
4,C50829,Malignant neoplasm of overlapping sites of unsp male breast
4,C509,Malignant neoplasm of breast of unspecified site
4,C5091,M female
4,C50911,Malignant neoplasm of unsp site of right female breast
4,C50912,Malignant neoplasm of unspecified site of left female breast
4,C50919,Malignant neoplasm of unsp site of unspecified female breast
4,C5092,M male
4,C50921,Malignant neoplasm of unspecified site of right male breast
4,C50922,Malignant neoplasm of unspecified site of left male breast
4,C50929,Malignant neoplasm of unsp site of unspecified male breast
4,C51,Malignant neoplasm of vulva
4,C510,Malignant neoplasm of labium majus
4,C511,Malignant neoplasm of labium minus
4,C512,Malignant neoplasm of clitoris
4,C518,Malignant neoplasm of overlapping sites of vulva
4,C519,Ma unspecified
4,C52,Malignant neoplasm of vagina
4,C53,Malignant neoplasm of cervix uteri
4,C530,Malignant neoplasm of endocervix
4,C531,Malignant neoplasm of exocervix
4,C538,Malignant neoplasm of overlapping sites of cervix uteri
4,C539,Ma unspecified
4,C54,Malignant neoplasm of corpus uteri
4,C540,Malignant neoplasm of isthmus uteri
4,C541,Malignant neoplasm of endometrium
4,C542,Malignant neoplasm of myometrium
4,C543,Malignant neoplasm of fundus uteri
4,C548,Malignant neoplasm of overlapping sites of corpus uteri
4,C549,Ma unspecified
4,C55,Mal part unspecified
4,C56,Malignant neoplasm of ovary
4,C561,Malignant neoplasm of right ovary
4,C562,Malignant neoplasm of left ovary
4,C569,Malignant neoplasm of unspecified ovary
4,C57,Malignant neoplasm of other and unsp female genital organs
4,C570,Malignant neoplasm of fallopian tube
4,C5700,Malignant neoplasm of unspecified fallopian tube
4,C5701,Malignant neoplasm of right fallopian tube
4,C5702,Malignant neoplasm of left fallopian tube
4,C571,Malignant neoplasm of broad ligament
4,C5710,Malignant neoplasm of unspecified broad ligament
4,C5711,Malignant neoplasm of right broad ligament
4,C5712,Malignant neoplasm of left broad ligament
4,C572,Malignant neoplasm of round ligament
4,C5720,Malignant neoplasm of unspecified round ligament
4,C5721,Malignant neoplasm of right round ligament
4,C5722,Malignant neoplasm of left round ligament
4,C573,Malignant neoplasm of parametrium
4,C574,Ma unspecified
4,C577,Malignant neoplasm of other specified female genital organs
4,C578,Malignant neoplasm of ovrlp sites of female genital organs
4,C579,Ma unspecified
4,C58,Malignant neoplasm of placenta
4,C60,Malignant neoplasm of penis
4,C600,Malignant neoplasm of prepuce
4,C601,Malignant neoplasm of glans penis
4,C602,Malignant neoplasm of body of penis
4,C608,Malignant neoplasm of overlapping sites of penis
4,C609,Ma unspecified
4,C61,Malignant neoplasm of prostate
4,C62,Malignant neoplasm of testis
4,C620,Malignant neoplasm of undescended testis
4,C6200,Malignant neoplasm of unspecified undescended testis
4,C6201,Malignant neoplasm of undescended right testis
4,C6202,Malignant neoplasm of undescended left testis
4,C621,Malignant neoplasm of descended testis
4,C6210,Malignant neoplasm of unspecified descended testis
4,C6211,Malignant neoplasm of descended right testis
4,C6212,Malignant neoplasm of descended left testis
4,C629,Ma unsp descended or undescended
4,C6290,M unsp descended or undescended
4,C6291,M unsp descended or undescended
4,C6292,M unsp descended or undescended
4,C63,Malignant neoplasm of other and unsp male genital organs
4,C630,Malignant neoplasm of epididymis
4,C6300,Malignant neoplasm of unspecified epididymis
4,C6301,Malignant neoplasm of right epididymis
4,C6302,Malignant neoplasm of left epididymis
4,C631,Malignant neoplasm of spermatic cord
4,C6310,Malignant neoplasm of unspecified spermatic cord
4,C6311,Malignant neoplasm of right spermatic cord
4,C6312,Malignant neoplasm of left spermatic cord
4,C632,Malignant neoplasm of scrotum
4,C637,Malignant neoplasm of other specified male genital organs
4,C638,Malignant neoplasm of ovrlp sites of male genital organs
4,C639,Ma unspecified
4,C64,Mal except renal pelvis
4,C641,Ma except renal pelvis
4,C642,Ma except renal pelvis
4,C649,Ma except renal pelvis
4,C65,Malignant neoplasm of renal pelvis
4,C651,Malignant neoplasm of right renal pelvis
4,C652,Malignant neoplasm of left renal pelvis
4,C659,Malignant neoplasm of unspecified renal pelvis
4,C66,Malignant neoplasm of ureter
4,C661,Malignant neoplasm of right ureter
4,C662,Malignant neoplasm of left ureter
4,C669,Malignant neoplasm of unspecified ureter
4,C67,Malignant neoplasm of bladder
4,C670,Malignant neoplasm of trigone of bladder
4,C671,Malignant neoplasm of dome of bladder
4,C672,Malignant neoplasm of lateral wall of bladder
4,C673,Malignant neoplasm of anterior wall of bladder
4,C674,Malignant neoplasm of posterior wall of bladder
4,C675,Malignant neoplasm of bladder neck
4,C676,Malignant neoplasm of ureteric orifice
4,C677,Malignant neoplasm of urachus
4,C678,Malignant neoplasm of overlapping sites of bladder
4,C679,Ma unspecified
4,C68,Malignant neoplasm of other and unspecified urinary organs
4,C680,Malignant neoplasm of urethra
4,C681,Malignant neoplasm of paraurethral glands
4,C688,Malignant neoplasm of overlapping sites of urinary organs
4,C689,Ma unspecified
4,C69,Malignant neoplasm of eye and adnexa
4,C690,Malignant neoplasm of conjunctiva
4,C6900,Malignant neoplasm of unspecified conjunctiva
4,C6901,Malignant neoplasm of right conjunctiva
4,C6902,Malignant neoplasm of left conjunctiva
4,C691,Malignant neoplasm of cornea
4,C6910,Malignant neoplasm of unspecified cornea
4,C6911,Malignant neoplasm of right cornea
4,C6912,Malignant neoplasm of left cornea
4,C692,Malignant neoplasm of retina
4,C6920,Malignant neoplasm of unspecified retina
4,C6921,Malignant neoplasm of right retina
4,C6922,Malignant neoplasm of left retina
4,C693,Malignant neoplasm of choroid
4,C6930,Malignant neoplasm of unspecified choroid
4,C6931,Malignant neoplasm of right choroid
4,C6932,Malignant neoplasm of left choroid
4,C694,Malignant neoplasm of ciliary body
4,C6940,Malignant neoplasm of unspecified ciliary body
4,C6941,Malignant neoplasm of right ciliary body
4,C6942,Malignant neoplasm of left ciliary body
4,C695,Malignant neoplasm of lacrimal gland and duct
4,C6950,Malignant neoplasm of unspecified lacrimal gland and duct
4,C6951,Malignant neoplasm of right lacrimal gland and duct
4,C6952,Malignant neoplasm of left lacrimal gland and duct
4,C696,Malignant neoplasm of orbit
4,C6960,Malignant neoplasm of unspecified orbit
4,C6961,Malignant neoplasm of right orbit
4,C6962,Malignant neoplasm of left orbit
4,C698,Malignant neoplasm of overlapping sites of eye and adnexa
4,C6980,Malignant neoplasm of ovrlp sites of unsp eye and adnexa
4,C6981,Malignant neoplasm of ovrlp sites of right eye and adnexa
4,C6982,Malignant neoplasm of ovrlp sites of left eye and adnexa
4,C699,Malignant neoplasm of unspecified site of eye
4,C6990,Malignant neoplasm of unspecified site of unspecified eye
4,C6991,Malignant neoplasm of unspecified site of right eye
4,C6992,Malignant neoplasm of unspecified site of left eye
4,C70,Malignant neoplasm of meninges
4,C700,Malignant neoplasm of cerebral meninges
4,C701,Malignant neoplasm of spinal meninges
4,C709,Ma unspecified
4,C71,Malignant neoplasm of brain
4,C710,Ma except lobes and ventricles
4,C711,Malignant neoplasm of frontal lobe
4,C712,Malignant neoplasm of temporal lobe
4,C713,Malignant neoplasm of parietal lobe
4,C714,Malignant neoplasm of occipital lobe
4,C715,Malignant neoplasm of cerebral ventricle
4,C716,Malignant neoplasm of cerebellum
4,C717,Malignant neoplasm of brain stem
4,C718,Malignant neoplasm of overlapping sites of brain
4,C719,Ma unspecified
4,C72,Mal cranial nerves and oth prt cnsl
4,C720,Malignant neoplasm of spinal cord
4,C721,Malignant neoplasm of cauda equina
4,C722,Malignant neoplasm of olfactory nerve
